title,price,price_label,mileage,first_registration,transmission,fuel_type,power_kW,power_PS,consumption,co2_emissions,vehicle_type,age_months,age_years
Citroen Berlingo Kasten Club M/L1 DRIVE ASSIST|PDC|KLIMA,18900,Keine Angabe,34500,2021-01-01,Automatik,Benzin,96,131,5.4,123.0,cargo,52,4
Citroen Berlingo 1.2 Puretech 110 L1,18950,Keine Angabe,3400,2024-01-01,Schaltgetriebe,Benzin,81,110,7.6,171.0,cargo,16,1
Citroen Berlingo M L1 Blue HDi 100 Club Kastenwagen,18950,Hoher Preis,44230,2021-10-01,Schaltgetriebe,Diesel,75,102,5.4,141.0,cargo,43,3
Citroen Berlingo Berlingo L1 PureTech 110 + AppleCar/AndroidAuto,19355,Sehr guter Preis,10,2024-12-01,Schaltgetriebe,Benzin,81,110,7.6,171.0,cargo,5,0
Citroen Berlingo Kühlschrank,19800,Fairer Preis,90123,2020-01-01,Automatik,Diesel,96,131,4.1,107.0,cargo,64,5
Citroen Berlingo FACELIFT 100 L1 Temp PDC Klima E-Rad,19877,Keine Angabe,10,2024-12-01,Schaltgetriebe,Diesel,75,102,5.4,142.0,cargo,5,0
Citroen Berlingo Kasten Club M/L1 *Klimaanlage*Bluetooth,19976,Fairer Preis,3612,2022-11-01,Schaltgetriebe,Diesel,75,102,,,cargo,30,2
Citroen Berlingo L1 PureTech 110 KAMERA KLIMA AKTION,19977,Keine Angabe,25,2025-05-01,Schaltgetriebe,Benzin,81,110,6.6,149.0,cargo,0,0
Citroen Berlingo FACELIFT 100 L1 Temp PDC Klima E-Rad 75 kW (102...,20459,Keine Angabe,10,2024-12-01,Schaltgetriebe,Diesel,75,102,5.4,142.0,cargo,5,0
Citroen Berlingo 1.2 Puretech Kawa 110 L1,20468,Fairer Preis,1550,2023-10-01,Schaltgetriebe,Benzin,81,110,,,cargo,19,1
Citroen Berlingo Kasten L2H1 1.5 BlueHDi 100 Digitales Cockpit Appl,20813,Keine Angabe,0,2025-05-01,Schaltgetriebe,Diesel,75,102,6.1,161.0,cargo,0,0
Citroen Berlingo Club Elektromotor L1,20825,Sehr guter Preis,19809,2022-03-01,Automatik,Elektro,100,136,0.0,0.0,cargo,38,3
Citroen Berlingo BlueHDi 100 L2 EHZ,20895,Keine Angabe,20,2024-11-01,Schaltgetriebe,Diesel,75,102,6.1,161.0,cargo,6,0
Citroen Berlingo L1 BlueHDi 100 KAMERA KLIMA AKTION,20977,Keine Angabe,25,2025-05-01,Schaltgetriebe,Diesel,75,102,5.4,141.0,cargo,0,0
Citroen Berlingo 1.5 HDI Radio XL/L2 Automatik Klima Tempomat,20999,Fairer Preis,11000,2020-12-01,Automatik,Diesel,96,131,,,cargo,53,4
Citroen Berlingo Driver M/L1,21250,Sehr guter Preis,37000,2022-01-01,Automatik,Diesel,96,131,4.3,114.0,cargo,40,3
Citroen Berlingo Club M/L1  3 Sitze Sichtpaket,21390,Guter Preis,500,2024-06-01,Schaltgetriebe,Diesel,75,102,5.5,139.0,cargo,11,0
Citroen Berlingo L1 BlueHDi 100 KAMERA KLIMA AKTION,21477,Keine Angabe,25,2025-05-01,Schaltgetriebe,Diesel,75,102,5.4,141.0,cargo,0,0
"Citroen Berlingo L1+ BT Smartphone Station, Parkpilot",21490,Keine Angabe,15,2025-05-01,Schaltgetriebe,Diesel,75,102,6.1,136.0,cargo,0,0
Citroen Berlingo 1.5 BlueHDi 100 L2 EHZ,21690,Erhöhter Preis,10,2023-10-01,Schaltgetriebe,Diesel,75,102,5.8,153.0,cargo,19,1
Citroen Berlingo Kasten Club M/L1,21780,Keine Angabe,0,2025-05-01,Schaltgetriebe,Benzin,81,110,7.6,171.0,cargo,0,0
Citroen Berlingo Berlingo BlueHDi 100 L1 *NAVI*CAM*3 Sitze*TWA*,21980,Guter Preis,3000,2024-06-01,Schaltgetriebe,Diesel,75,102,6.0,157.0,cargo,11,0
Citroen Berlingo Worker M/L1 Kasten,22350,Erhöhter Preis,13477,2021-11-01,Schaltgetriebe,Diesel,75,102,4.2,112.0,cargo,42,3
"Citroen Berlingo Berlingo L1 BlueHDi 100 + Navi, Kamera, L-Boden",22413,Fairer Preis,10,2024-11-01,Schaltgetriebe,Diesel,75,102,6.1,161.0,cargo,6,0
Citroen Berlingo Kasten 1.5 BlueHDi 100 FAP L1 M,22484,Guter Preis,2000,2024-07-01,Schaltgetriebe,Diesel,75,102,6.1,161.0,cargo,10,0
Citroen Berlingo L2 BlueHDi 100 KLIMA+PDC+EFH,22490,Fairer Preis,22,2024-11-01,Schaltgetriebe,Diesel,75,102,6.1,161.0,cargo,6,0
Citroen Berlingo KaWa Club L1 AHK BlueHDi 100,22500,Guter Preis,390,2023-06-01,Schaltgetriebe,Diesel,75,102,5.5,144.0,cargo,23,1
Citroen Berlingo Kasten L1 HDI100 Extenso-Winterpaket,22740,Keine Angabe,20,2024-12-01,Schaltgetriebe,Diesel,75,102,5.2,136.0,cargo,5,0
Citroen Berlingo Berlingo 1.5 BlueHDi 130 M S,22800,Erhöhter Preis,43600,2023-09-01,Automatik,Diesel,96,131,4.3,,cargo,20,1
Citroen Berlingo Club M/L1,22900,Keine Angabe,14931,2023-06-01,Automatik,Diesel,96,131,6.0,157.0,cargo,23,1
Citroen Berlingo Kasten Club M/L1,22980,Sehr guter Preis,100,2023-08-01,Schaltgetriebe,Diesel,96,131,6.5,171.0,cargo,21,1
Citroen Berlingo 1.6 D  L2 Worker Klima/PDC/Kamera/Bluetooth/USB,22980,Keine Angabe,36500,2019-05-01,Schaltgetriebe,Diesel,73,99,4.3,112.0,cargo,72,6
"Citroen Berlingo Berlingo L1 PureTech 110 + LED, NAV, AHK, Kamera",23242,Keine Angabe,0,2025-05-01,Schaltgetriebe,Benzin,81,110,7.6,171.0,cargo,0,0
"Citroen Berlingo Kasten L1 Navi, Tempomat, Kamera",23788,Keine Angabe,1235,2024-11-01,Schaltgetriebe,Diesel,74,101,6.1,161.0,cargo,6,0
Citroen Berlingo L1 BlueHDi 100,24871,Keine Angabe,100,2024-07-01,Schaltgetriebe,Diesel,100,136,5.5,143.0,cargo,10,0
Citroen Berlingo -e Kasten XL AT/3Sitze/DAB/Kamera/Klima,24940,Keine Angabe,11,2024-04-01,Automatik,Elektro,100,136,0.0,0.0,cargo,13,1
Citroen Berlingo -e Kasten XL AT/3Sitze/DAB/Kamera/Klima,24950,Keine Angabe,11,2024-04-01,Automatik,Elektro,100,136,0.0,0.0,cargo,13,1
Citroen Berlingo Kasten 1.5 Club M/L1 BlueHDi 100,24990,Keine Angabe,5,2024-10-01,Schaltgetriebe,Diesel,75,102,4.2,111.0,cargo,7,0
Citroen Berlingo KaWa L1 BlueHDi100,25100,Erhöhter Preis,25,2024-11-01,Schaltgetriebe,Diesel,75,102,5.4,141.0,cargo,6,0
Citroen Berlingo Kasten Club M/L1 Elektro,25480,Erhöhter Preis,100,2023-08-01,Automatik,Elektro,100,136,0.0,0.0,cargo,21,1
Citroen Berlingo e-Berlingo L1 EHZ  (50 kWh),25990,Sehr guter Preis,2000,2024-04-01,Automatik,Elektro,100,136,0.0,0.0,cargo,13,1
Citroen Berlingo BlueHDi 130 L2 Kasten,26500,Keine Angabe,40,2024-11-01,Schaltgetriebe,Diesel,96,131,6.0,156.0,cargo,6,0
Citroen Berlingo BlueHDi 130 L1 EAT8,26590,Keine Angabe,1000,2024-12-01,Automatik,Diesel,96,131,5.9,157.0,cargo,5,0
Citroen Berlingo L1 Elektro 50 kWh Kawa,29096,Erhöhter Preis,1550,2023-07-01,Automatik,Elektro,100,136,0.0,0.0,cargo,22,1
"Citroen Berlingo Kasten Elektromotor L1 Fin.ab 2,99%",29500,Keine Angabe,8000,2024-01-01,Automatik,Elektro,100,136,0.0,0.0,cargo,16,1
Citroen Berlingo Berlingo 1.5 BlueHDi 130 M S,29900,Keine Angabe,15800,2023-09-01,Automatik,Diesel,96,131,4.3,,cargo,20,1
Citroen Berlingo L1 Blue HDi 100 S&S,29990,Keine Angabe,10,2025-05-01,Schaltgetriebe,Diesel,75,102,5.2,136.0,cargo,0,0
Citroen Berlingo XL Elektromotor 136 Shine,30990,Keine Angabe,10,2023-09-01,Automatik,Elektro,100,136,0.0,0.0,cargo,20,1
Citroen Berlingo Kasten 136 L2 Basis Elektromotor Navi,36900,Keine Angabe,10,2024-05-01,Automatik,Elektro,56,76,0.0,0.0,cargo,12,1
Citroen Berlingo 1.6 VTi Selection  Multispace,10000,Fairer Preis,130500,2017-03-01,Schaltgetriebe,Benzin,88,120,6.5,154.0,cargo,98,8
Citroen Berlingo Berlingo 1.6D Multispace HDi 90 FAP Selection,10000,Fairer Preis,95000,2015-03-01,Schaltgetriebe,Diesel,68,92,5.2,,cargo,122,10
Citroen Berlingo Start M/ TÜV Neu//12 Mon Gewährleistung,10234,Fairer Preis,202132,2018-12-01,Schaltgetriebe,Diesel,75,102,4.2,111.0,cargo,77,6
"Citroen Berlingo Kombi Shine, 1.Hand, AHK, SH, Temp., BT",10300,Guter Preis,134800,2016-09-01,Schaltgetriebe,Diesel,88,120,4.4,117.0,cargo,104,8
Citroen Berlingo 1.6 Selection*TEMPO*PDC*KLIMA*GARANTIE*,10330,Fairer Preis,112352,2015-04-01,Schaltgetriebe,Benzin,72,98,7.1,155.0,cargo,121,10
Citroen Berlingo Kombi Selection*2.Hd*Klima*Tempomat*AHK,10400,Sehr guter Preis,113600,2016-10-01,Schaltgetriebe,Diesel,73,99,4.3,113.0,cargo,103,8
"Citroen Berlingo Kombi 1.6 BlueHDi XTR PDC,Kinderpaket",10490,Guter Preis,122455,2017-06-01,Schaltgetriebe,Diesel,73,99,,,cargo,95,7
Citroen Berlingo Kombi Selection Wagen Nr.:120,10490,Fairer Preis,110000,2016-09-01,Schaltgetriebe,Benzin,81,110,5.1,119.0,cargo,104,8
Citroen Berlingo Kombi Selection*1Hand*Navi*LED*PDC*Blue,10499,Fairer Preis,164000,2018-06-01,Schaltgetriebe,Benzin,81,110,,,cargo,83,6
Citroen Berlingo Start XL,10500,Keine Angabe,152000,2019-04-01,N/A,Diesel,75,102,4.4,115.0,cargo,73,6
Citroen Berlingo Kombi Shine,10650,Fairer Preis,160000,2016-01-01,Schaltgetriebe,Diesel,88,120,4.4,117.0,cargo,112,9
